Nome da campanha,Nome do conjunto de anúncios,Anúncios,Status de veiculação,Nível de veiculação,Configuração de atribuição,Tipo de resultado,Resultados,Alcance,Impressões,Custo por resultado,Classificação de qualidade,Classificação da taxa de engajamento,Classificação da taxa de conversão,Valor usado (BRL),Frequência,Cliques no link,CPC (custo por clique no link),Cliques no link únicos,CTR único (taxa de cliques no link),Custo por clique único (todos),Cadastros,Custo por cadastro,Início dos relatórios,Término dos relatórios
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|07-10-JACQUE-BOLO-LEITE-NINHO-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,153120,153120,155576,1.96,–,–,–,300.00,1.01603971,94,3.19148936,93,0.06073668,2,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|07-10-JACQUE-BOLO-LEITE-NINHO-IG,VIDEO|HABITOS|07-10-JACQUE-BOLO-LEITE-NINHO-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,153120,153120,155576,1.96,–,–,–,300.00,1.01603971,94,3.19148936,93,0.06073668,2,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|13-10-THAISA-LEAL-BISCOITO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,177747,177747,184569,1.69,–,–,–,300.00,1.03838039,258,1.1627907,255,0.14346234,0.6147541,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|13-10-THAISA-LEAL-BISCOITO-FB,VIDEO|HABITOS|13-10-THAISA-LEAL-BISCOITO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,177747,177747,184569,1.69,–,–,–,300.00,1.03838039,258,1.1627907,255,0.14346234,0.6147541,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|07-10-JACQUE-BOLO-LEITE-NINHO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,159635,159635,162467,1.88,–,–,–,300.00,1.01774047,200,1.5,199,0.12465938,0.8,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|07-10-JACQUE-BOLO-LEITE-NINHO-FB,VIDEO|HABITOS|07-10-JACQUE-BOLO-LEITE-NINHO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,159635,159635,162467,1.88,–,–,–,300.00,1.01774047,200,1.5,199,0.12465938,0.8,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|11-10-PREVENCAO-A-OBESIDADE-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,115158,115158,118073,1.74,–,–,–,200.00,1.02531305,,,,,0.57142857,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|11-10-PREVENCAO-A-OBESIDADE-FB,FOTO|HABITOS|11-10-PREVENCAO-A-OBESIDADE-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,115158,115158,118073,1.74,–,–,–,200.00,1.02531305,,,,,0.57142857,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,All,All,completed,campaign,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,558966,674175,1302922,0.01,–,–,–,7039.00,1.9326169,735,9.57687075,722,0.10709386,0.50981386,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|08-06-THAISA-LEAL-BOMBOM-FIT-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,143569,237441,294601,0.01,–,–,–,880.00,1.24073349,230,3.82608696,230,0.09686617,2.30971129,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|08-06-THAISA-LEAL-BOMBOM-FIT-IG,VIDEO|HABITOS|08-06-THAISA-LEAL-BOMBOM-FIT-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,143569,237441,294601,0.01,–,–,–,880.00,1.24073349,230,3.82608696,230,0.09686617,2.30971129,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,78474,118527,146583,0.01,–,–,–,800.00,1.23670556,187,4.27807487,186,0.15692627,2.5974026,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-IG,VIDEO|HABITOS|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,78474,118527,146583,0.01,–,–,–,800.00,1.23670556,187,4.27807487,186,0.15692627,2.5974026,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,41740,94656,132555,0.02,–,–,–,800.00,1.40038666,1,800,1,0.00105646,8.33333333,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-STORY-IG,VIDEO|HABITOS|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,41740,94656,132555,0.02,–,–,–,800.00,1.40038666,1,800,1,0.00105646,8.33333333,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,52275,104864,128649,0.01,–,–,–,680.00,1.22681759,155,4.38709677,149,0.1420888,2.0668693,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-IG,VIDEO|HABITOS|01-06-THIAGO-SODRE-HAMBURGUER-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,52275,104864,128649,0.01,–,–,–,680.00,1.22681759,155,4.38709677,149,0.1420888,2.0668693,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,38819,56992,90115,0.01,–,–,–,459.00,1.58118683,3,153,3,0.0052639,0.29161372,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-FB,VIDEO|HABITOS|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,38819,56992,90115,0.01,–,–,–,459.00,1.58118683,3,153,3,0.0052639,0.29161372,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|14-07-BRUNO-FRANGO-CROCANTE-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,44034,87120,99876,0.01,–,–,–,400.00,1.14641873,,,,,6.89655172,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|14-07-BRUNO-FRANGO-CROCANTE-IG,VIDEO|HABITOS|14-07-BRUNO-FRANGO-CROCANTE-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,44034,87120,99876,0.01,–,–,–,400.00,1.14641873,,,,,6.89655172,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,"GERAL|IDENTIFICACAO|13-06-1DIA,1EXERCICIO-IG",All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,42556,79181,86715,0.01,–,–,–,400.00,1.09514909,110,3.63636364,108,0.13639636,2.09424084,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,"GERAL|IDENTIFICACAO|13-06-1DIA,1EXERCICIO-IG","FOTO|HABITOS|13-06-1DIA,1EXERCICIO-IG",inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,42556,79181,86715,0.01,–,–,–,400.00,1.09514909,110,3.63636364,108,0.13639636,2.09424084,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-DOENÇAS-RESPIRATÓRIAS-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1940,15084,22448,0.19,–,–,–,360.00,1.48819942,1,360,1,0.00662954,0.17910448,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-DOENÇAS-RESPIRATÓRIAS-FB,FOTO|HABITOS|19-06-DOENÇAS-RESPIRATÓRIAS-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1940,15084,22448,0.19,–,–,–,360.00,1.48819942,1,360,1,0.00662954,0.17910448,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,24925,45280,55900,0.01,–,–,–,360.00,1.23454064,1,360,1,0.00220848,0.24623803,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-FB,VIDEO|HABITOS|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,24925,45280,55900,0.01,–,–,–,360.00,1.23454064,1,360,1,0.00220848,0.24623803,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,53109,105184,129248,0.01,–,–,–,320.00,1.22878004,14,22.85714286,12,0.01140858,0.08861811,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-FB,VIDEO|HABITOS|01-06-THIAGO-SODRE-HAMBURGUER-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,53109,105184,129248,0.01,–,–,–,320.00,1.22878004,14,22.85714286,12,0.01140858,0.08861811,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-AUTOMEDICACAO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1234,6262,9398,0.26,–,–,–,320.00,1.50079847,,,,,0.24150943,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-AUTOMEDICACAO-FB,FOTO|HABITOS|05-06-AUTOMEDICACAO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1234,6262,9398,0.26,–,–,–,320.00,1.50079847,,,,,0.24150943,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,31246,53122,57139,0.01,–,–,–,320.00,1.07561839,,,,,9.14285714,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-IG,CARROSSEL|HABITOS|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,31246,53122,57139,0.01,–,–,–,320.00,1.07561839,,,,,9.14285714,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-COMIDAS-FESTA-JUNINA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1882,13096,18499,0.17,–,–,–,314.00,1.41256872,1,314,1,0.00763592,0.14995224,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-COMIDAS-FESTA-JUNINA-FB,FOTO|HABITOS|05-06-COMIDAS-FESTA-JUNINA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1882,13096,18499,0.17,–,–,–,314.00,1.41256872,1,314,1,0.00763592,0.14995224,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|INSTITUCIONAL|21-06-ASMA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1704,14356,17655,0.18,–,–,–,314.00,1.22979939,2,157,2,0.01393146,0.16773504,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|INSTITUCIONAL|21-06-ASMA-FB,FOTO|HABITOS|21-06-ASMA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1704,14356,17655,0.18,–,–,–,314.00,1.22979939,2,157,2,0.01393146,0.16773504,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-VAGAS-FALSAS-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1459,9154,13541,0.21,–,–,–,312.00,1.47924405,30,10.4,29,0.3168014,0.20233463,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-VAGAS-FALSAS-FB,FOTO|HABITOS|19-06-VAGAS-FALSAS-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1459,9154,13541,0.21,–,–,–,312.00,1.47924405,30,10.4,29,0.3168014,0.20233463,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,All,All,completed,campaign,Clique de 7 dias ou visualização de 1 dia,Alcance,1413380,1413380,3049212,4.23,–,–,–,5980.00,2.15739009,1248,4.79166667,1241,0.0878037,1.23045267,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|21-11-GESTACAO-SAUDAVEL-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,724542,724542,724542,2.07,–,–,–,1500.00,1,536,2.79850746,535,0.07383975,2.21565731,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|21-11-GESTACAO-SAUDAVEL-IG,VIDEO|HABITOS|21-11-GESTACAO-SAUDAVEL-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,724542,724542,724542,2.07,Acima da média,–,–,1500.00,1,536,2.79850746,535,0.07383975,2.21565731,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|14-11-DIA-MUNDIAL-DIABETES-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,372280,372280,383602,2.15,–,–,–,800.00,1.03041259,2,400,2,0.00053723,0.78354554,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|14-11-DIA-MUNDIAL-DIABETES-FB,FOTO|HABITOS|14-11-DIA-MUNDIAL-DIABETES-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,372280,372280,383602,2.15,–,–,–,800.00,1.03041259,2,400,2,0.00053723,0.78354554,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|21-11-QUAL-HABITO-VOCE-QUER-MUDAR-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,285035,285035,299830,2.11,–,–,–,600.00,1.05190591,3,200,3,0.0010525,0.90634441,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|21-11-QUAL-HABITO-VOCE-QUER-MUDAR-FB,FOTO|HABITOS|21-11-QUAL-HABITO-VOCE-QUER-MUDAR-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,285035,285035,299830,2.11,–,–,–,600.00,1.05190591,3,200,3,0.0010525,0.90634441,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|23-11-NOVEMBRO-AZUL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,239527,239527,248305,2.50,–,–,–,600.00,1.03664723,35,17.14285714,35,0.01461213,1.16731518,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|23-11-NOVEMBRO-AZUL-FB,VIDEO|HABITOS|23-11-NOVEMBRO-AZUL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,239527,239527,248305,2.50,–,–,–,600.00,1.03664723,35,17.14285714,35,0.01461213,1.16731518,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|07-10-E-BOM-SABER-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,380627,380627,380627,1.58,–,–,–,600.00,1,256,2.34375,254,0.066732,1.8404908,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|07-10-E-BOM-SABER-STORY-IG,FOTO|HABITOS|07-10-E-BOM-SABER-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,380627,380627,380627,1.58,Acima da média,–,–,600.00,1,256,2.34375,254,0.066732,1.8404908,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|02-10-NOVEMBRO-AZUL-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,303432,303432,303432,1.65,–,–,–,500.00,1,197,2.53807107,197,0.06492394,2.10084034,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|02-10-NOVEMBRO-AZUL-STORY-IG,CARROSSEL|HABITOS|02-10-NOVEMBRO-AZUL-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,303432,303432,303432,1.65,Na média,–,–,500.00,1,197,2.53807107,197,0.06492394,2.10084034,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|16-11-NOVEMBRO-AZUL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,201754,201754,206644,2.38,–,–,–,480.00,1.02423744,80,6,80,0.03965225,1.15107914,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|16-11-NOVEMBRO-AZUL-FB,FOTO|HABITOS|16-11-NOVEMBRO-AZUL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,201754,201754,206644,2.38,–,–,–,480.00,1.02423744,80,6,80,0.03965225,1.15107914,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|02-11-NOVEMBRO-AZUL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,159448,159448,162172,1.88,–,–,–,300.00,1.01708394,61,4.91803279,59,0.03700266,0.94339623,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|02-11-NOVEMBRO-AZUL-FB,FOTO|HABITOS|02-11-NOVEMBRO-AZUL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,159448,159448,162172,1.88,–,–,–,300.00,1.01708394,61,4.91803279,59,0.03700266,0.94339623,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|06-11-DORMIR-E-SEU-PRIMEIRO-HABITO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,131348,131348,133156,2.28,–,–,–,300.00,1.01376496,,,,,1.53061224,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|06-11-DORMIR-E-SEU-PRIMEIRO-HABITO-FB,FOTO|HABITOS|06-11-DORMIR-E-SEU-PRIMEIRO-HABITO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,131348,131348,133156,2.28,–,–,–,300.00,1.01376496,,,,,1.53061224,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|09-11-NOVEMBRO-AZUL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,203783,203783,206902,1.47,–,–,–,300.00,1.0153055,78,3.84615385,77,0.03778529,0.58365759,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-NOVEMBRO,GERAL|INSTITUCIONAL|09-11-NOVEMBRO-AZUL-FB,FOTO|HABITOS|09-11-NOVEMBRO-AZUL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,203783,203783,206902,1.47,–,–,–,300.00,1.0153055,78,3.84615385,77,0.03778529,0.58365759,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JULHO,All,All,completed,campaign,Clique de 7 dias ou visualização de 1 dia,Alcance,1305352,1305352,2711900,3.40,–,–,–,4434.05,2.07752392,1190,3.72609244,1185,0.09078011,1.05976338,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JULHO,GERAL|IDENTIFICACAO|03-07-BENEFICIOS-DE-TER-UM-PET-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,725344,725344,725344,1.38,–,–,–,1000.00,1,401,2.49376559,399,0.05500838,1.73611111,,,2023-06-01,2023-11-30
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-JULHO,GERAL|IDENTIFICACAO|03-07-BENEFICIOS-DE-TER-UM-PET-STORY-IG,VIDEO|HABITOS|03-07-BENEFICIOS-DE-TER-UM-PET-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,725344,725344,725344,1.38,–,–,–,1000.00,1,401,2.49376559,399,0.05500838,1.73611111,,,2023-06-01,2023-11-30
